entry_time,exit_time,side,entry,exit,ret_pct,pnl,capital_after,reason
2024-10-21 10:00:00+00:00,2024-10-30 21:00:00+00:00,SHORT,1.0849517583847046,1.0860122442245483,-0.0009764952885968903,-0.9764952885968903,9999.023504711404,Signal_rev
2024-10-30 23:00:00+00:00,2024-11-06 03:00:00+00:00,LONG,1.086130142211914,1.075268840789795,-0.009999999999999898,-9.999023504711301,9989.024481206692,SL
2024-11-06 10:00:00+00:00,2024-11-14 05:00:00+00:00,SHORT,1.0758472681045532,1.054330322742462,0.020408163265306145,20.38576424736062,10009.410245454053,TP
2024-11-14 07:00:00+00:00,2024-11-28 23:00:00+00:00,SHORT,1.0547411441802979,1.0563008785247803,-0.0014766004423480972,-1.4779899596081032,10007.932255494445,Signal_rev
2024-11-29 01:00:00+00:00,2024-12-02 14:00:00+00:00,LONG,1.0565240383148193,1.047998309135437,-0.00806960265000789,-8.076003665003741,9999.85625182944,Signal_rev
2024-12-02 16:00:00+00:00,2024-12-05 14:00:00+00:00,SHORT,1.047120451927185,1.057591656446457,-0.00990099009900991,-9.900847774088565,9989.955404055352,SL
2024-12-05 18:00:00+00:00,2024-12-11 07:00:00+00:00,LONG,1.0570825338363647,1.0493179559707642,-0.0073452900952032385,-7.337912048092985,9982.617492007259,Signal_rev
2024-12-11 09:00:00+00:00,2025-01-02 15:00:00+00:00,SHORT,1.0508617162704468,1.0298444819450379,0.020408163265306145,20.37268875919851,10002.990180766457,TP
2025-01-02 17:00:00+00:00,2025-01-06 09:00:00+00:00,SHORT,1.0263779163360596,1.0366416954994202,-0.00990099009900991,-9.903950674026204,9993.086230092431,SL
2025-01-08 08:00:00+00:00,2025-01-20 13:00:00+00:00,SHORT,1.0335917472839355,1.039933443069458,-0.006098174674337153,-6.093958536681701,9986.99227155575,Signal_rev
2025-01-20 15:00:00+00:00,2025-01-31 08:00:00+00:00,LONG,1.041775107383728,1.037882685661316,-0.003736335889410358,-3.731475765147763,9983.260795790602,Signal_rev
2025-01-31 10:00:00+00:00,2025-02-13 02:00:00+00:00,SHORT,1.0385295152664185,1.0406910181045532,-0.002076988078624553,-2.073511365865695,9981.187284424735,Signal_rev
2025-02-13 04:00:00+00:00,2025-02-27 21:00:00+00:00,LONG,1.0421009063720703,1.0401498079299927,-0.001872274009308894,-1.8687517534672855,9979.318532671268,Signal_rev
2025-02-27 23:00:00+00:00,2025-03-04 08:00:00+00:00,SHORT,1.0398253202438354,1.0502235734462737,-0.009900990099009799,-9.880513398684322,9969.438019272584,SL
2025-03-04 10:00:00+00:00,2025-03-05 09:00:00+00:00,LONG,1.051193118095398,1.0722169804573058,0.020000000000000018,19.938876038545185,9989.376895311128,TP
2025-03-05 11:00:00+00:00,2025-03-11 08:00:00+00:00,LONG,1.0699764490127563,1.0913759779930114,0.020000000000000018,19.978753790622278,10009.355649101752,TP
2025-03-11 10:00:00+00:00,2025-03-21 17:00:00+00:00,LONG,1.0911074876785278,1.0824854373931885,-0.007902108988073975,-7.909501923959597,10001.446147177792,Signal_rev
2025-03-21 19:00:00+00:00,2025-04-02 18:00:00+00:00,SHORT,1.08236825466156,1.0857763290405273,-0.0031388365060223133,-3.139290427977787,9998.306856749814,Signal_rev
2025-04-02 20:00:00+00:00,2025-04-03 10:00:00+00:00,LONG,1.0853049755096436,1.1070110750198365,0.020000000000000018,19.996613713499645,10018.303470463314,TP
2025-04-03 12:00:00+00:00,2025-04-04 09:00:00+00:00,LONG,1.1092623472213745,1.0981697237491608,-0.010000000000000009,-10.018303470463323,10008.28516699285,SL
2025-04-09 01:00:00+00:00,2025-04-10 18:00:00+00:00,LONG,1.1018069982528687,1.1238431382179261,0.020000000000000018,20.01657033398572,10028.301737326836,TP
2025-04-10 20:00:00+00:00,2025-04-11 08:00:00+00:00,LONG,1.1205737590789795,1.142985234260559,0.020000000000000018,20.05660347465369,10048.35834080149,TP
2025-04-11 10:00:00+00:00,2025-05-01 00:00:00+00:00,LONG,1.1367511749267578,1.132502794265747,-0.0037373004354136485,-3.7553734002269774,10044.602967401263,Signal_rev
2025-05-01 02:00:00+00:00,2025-05-12 10:00:00+00:00,SHORT,1.1309658288955688,1.1083465123176575,0.020408163265306145,20.499189729390356,10065.102157130654,TP
2025-05-12 12:00:00+00:00,2025-05-14 08:00:00+00:00,SHORT,1.110864281654358,1.1219729244709016,-0.00990099009901002,-9.965447680327502,10055.136709450326,SL
2025-05-16 16:00:00+00:00,2025-05-19 08:00:00+00:00,SHORT,1.1147029399871826,1.1258499693870545,-0.00990099009900991,-9.955580900445876,10045.18112854988,SL
2025-05-20 08:00:00+00:00,2025-05-29 05:00:00+00:00,LONG,1.1279042959213257,1.124985933303833,-0.0025874204292384295,-2.5991106867410303,10042.58201786314,Signal_rev
2025-05-29 18:00:00+00:00,2025-06-12 12:00:00+00:00,LONG,1.1383039951324463,1.1610700750350953,0.020000000000000018,20.0851640357263,10062.667181898867,TP
2025-06-12 14:00:00+00:00,2025-06-18 19:00:00+00:00,LONG,1.1588828563690186,1.1472940278053283,-0.010000000000000009,-10.062667181898878,10052.604514716968,SL
2025-06-20 04:00:00+00:00,2025-06-30 15:00:00+00:00,LONG,1.1532695293426514,1.1763349199295043,0.020000000000000018,20.105209029433954,10072.709723746402,TP
2025-06-30 17:00:00+00:00,2025-07-09 13:00:00+00:00,LONG,1.1766090393066406,1.170823097229004,-0.004917472061107264,-4.95322686461664,10067.756496881786,Signal_rev
2025-07-10 05:00:00+00:00,2025-07-10 13:00:00+00:00,LONG,1.17384672164917,1.1695905923843384,-0.0036257964403154652,-3.6503635668356877,10064.10613331495,Signal_rev
2025-07-10 15:00:00+00:00,2025-07-22 14:00:00+00:00,SHORT,1.1683608293533325,1.1724703311920166,-0.0035049943093281577,-3.5274634725743508,10060.578669842376,Signal_rev
2025-07-22 16:00:00+00:00,2025-07-28 15:00:00+00:00,LONG,1.1748120784759521,1.1630639576911925,-0.01000000000000012,-10.060578669842497,10050.518091172533,SL
2025-07-28 19:00:00+00:00,2025-08-06 13:00:00+00:00,SHORT,1.1598236560821533,1.1633317470550537,-0.0030155550914698903,-3.0307891001745575,10047.487302072359,Signal_rev
2025-08-06 15:00:00+00:00,2025-08-21 06:00:00+00:00,LONG,1.163061261177063,1.1633317470550537,0.00023256374106805922,0.2336681235303769,10047.72097019589,Signal_rev
2025-08-21 14:00:00+00:00,2025-08-22 17:00:00+00:00,SHORT,1.1623852252960205,1.1740090775489807,-0.009900990099009799,-9.948238584352262,10037.772731611536,SL
2025-08-25 00:00:00+00:00,2025-08-26 06:00:00+00:00,LONG,1.1709601879119873,1.1626555919647217,-0.007092124935583088,-7.118913828757814,10030.653817782779,Signal_rev
2025-08-26 08:00:00+00:00,2025-08-28 18:00:00+00:00,SHORT,1.1626555919647217,1.1693171262741089,-0.005696944104986668,-5.714407413637962,10024.939410369141,Signal_rev
2025-08-28 20:00:00+00:00,2025-09-04 09:00:00+00:00,LONG,1.1686338186264038,1.164686679840088,-0.003377566799286469,-3.385990251732128,10021.553420117409,Signal_rev
2025-09-04 12:00:00+00:00,2025-09-05 10:00:00+00:00,SHORT,1.164958119392395,1.1693171262741089,-0.003727822661422353,-3.7358573942168367,10017.817562723192,Signal_rev
2025-09-05 12:00:00+00:00,2025-09-24 22:00:00+00:00,LONG,1.1690436601638794,1.1748120784759521,0.004934305286137919,4.943097015531033,10022.760659738724,Signal_rev
2025-09-25 13:00:00+00:00,2025-10-08 23:00:00+00:00,SHORT,1.1701380014419556,1.163602590560913,0.0056165317386343006,5.6293153354157806,10028.38997507414,EOD_close
